idx,brand,title,model,serie,type,engineVolume,engineType,enginePower,line,year,gearbox,km,gas,price,label,place,location
4628,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,41398,Offre équitable,CUISINIER AUTOMOBILES,42
4629,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS,1.5,ETSI,150,CV DSG7 LIFE PLUS,2025,Auto,10,Hybrides,38498,Bonne affaire,AUTOMOBILES STARTERRE,69
4630,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 R-LINE,1.5,E-HYBRID,204,R-LINE,2025,Auto,10,Hybrides,53900,Offre équitable,GABARDOS COGNAC,16
4631,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,36490,Bonne affaire,DEBARD AUTOMOBILES PAU,64
4632,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 130,1.5,ETSI,130,-,2025,Auto,10,Essence,37900,Offre équitable,VOLKSWAGEN SEAT SKODA TROYES - JEANNIN AUTOMOBILES,10
4633,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-hybrides,volkswagen tiguan,III,1.5 EHYBRID 272 R-LINE DSG6,1.5,EHYBRID,272,R-LINE DSG6,2025,Auto,10,Hybrides,52022,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4634,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 R-LINE,1.5,E-HYBRID,204,R-LINE,2025,Auto,10,Hybrides,53990,Bonne affaire,VERGNAUD AUTOMOBILES,BRESSUIRE
4635,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,39990,Bonne affaire,EWIGO,34
4636,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 150 DSG7,1.5,ETSI,150,DSG7,2025,Auto,10,Essence,37240,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4637,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,38890,Bonne affaire,DEBARD AUTOMOBILES POITIERS,86
4638,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,37990,Bonne affaire,DEBARD AUTOMOBILES PAU,64
4639,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,38890,Bonne affaire,DEBARD AUTOMOBILES LIMOGES,87
4640,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,38890,Bonne affaire,DEBARD AUTOMOBILES BRIVE LA GAILLARDE,19
4641,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,37990,Bonne affaire,DEBARD AUTOMOBILES RODEZ,12
4642,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-hybrides,volkswagen tiguan,III,1.5 EHYBRID 204 DSG6 R-LINE,1.5,EHYBRID,204,DSG6 R-LINE,2025,Auto,10,Hybrides,53990,Offre équitable,GAUVIN AUTOMOBILES,79
4643,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,38890,Bonne affaire,DEBARD AUTOMOBILES PERPIGNAN-RIVESALTES,66
4644,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,37990,Bonne affaire,DEBARD AUTOMOBILES MONTAUBAN,82
4645,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,38890,Bonne affaire,DEBARD AUTOMOBILES PAU,64
4646,volkswagen,volkswagen-tiguan-ii-phase-2-2025-auto-10-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE,1.4,E-HYBRID,245,R-LINE,2025,Auto,10,Hybrides,48990,Offre équitable,VENTOUX MOTORS,84
4647,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-diesel,volkswagen tiguan,III,2.0 TDI 150 R-LINE DSG7,2.0,TDI,150,R-LINE DSG7,2025,Auto,10,Diesel,49990,Offre équitable,TEDDY AUTO,85
4648,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 150 LIFE PLUS DSG7,1.5,ETSI,150,LIFE PLUS DSG7,2025,Auto,10,Essence,37990,Bonne affaire,DEBARD AUTOMOBILES LE MANS,72
4649,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-hybrides,volkswagen tiguan,III,1.5 EHYBRID 272 R-LINE DSG6,1.5,EHYBRID,272,R-LINE DSG6,2025,Auto,10,Hybrides,52022,Bonne affaire,TABOR AUTOMOBILES,67
4650,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 TSI 150 LIFE DSG7,1.5,TSI,150,LIFE DSG7,2025,Auto,10,Essence,42370,Bonne affaire,GARAGE SOHM,67
4651,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,39390,Offre équitable,EWIGO DIJON SUD,21
4652,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,40980,Offre équitable,LSA,50
4653,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,10,Essence,42990,Offre équitable,AD CARS,63
4654,volkswagen,volkswagen-tiguan-iii-2025-auto-10-km-essence,volkswagen tiguan,III,1.5 ETSI 150 DSG7,1.5,ETSI,150,DSG7,2025,Auto,10,Essence,37240,Bonne affaire,TABOR AUTOMOBILES,67
4655,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 VW EDITION,2.0,TDI,150,VW EDITION,2025,Auto,10,Diesel,33990,Bonne affaire,DUVAL GRABOWSKI,76
4656,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 DSG LIFE 30 YEARS PARK ASSIST,1.5,TSI,150,DSG LIFE 30 YEARS PARK ASSIST,2025,Auto,10,Essence,29980,Bonne affaire,GREGORY MARIE AUTOMOBILES,27
4657,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,38990,Bonne affaire,DUVAL GRABOWSKI,76
4658,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE EDITION DSG7,2.0,TDI,150,R-LINE EDITION DSG7,2025,Auto,10,Diesel,37990,Bonne affaire,ESP AUTOMOBILE,BREUILLET
4659,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI-EVO2 150 START/STOP DSG7 LIFE,1.5,TSI-EVO2,150,START/STOP DSG7 LIFE,2025,Auto,10,Essence,29990,Bonne affaire,GTA 14,14
4660,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 LIFE,2.0,TDI,150,LIFE,2025,Auto,10,Diesel,31890,Bonne affaire,GARAGE LECAT,71
4661,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 START/STOP DSG7 R-LINE EDITION,2.0,TDI,150,START/STOP DSG7 R-LINE EDITION,2025,Auto,10,Diesel,36480,Bonne affaire,GTA 14,14
4662,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,36480,Bonne affaire,NBA L'AUTOMOBILE FOUGERES,35
4663,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE DSG7 BLACK PACK,2.0,TDI,150,R-LINE DSG7 BLACK PACK,2025,Auto,10,Diesel,35890,Bonne affaire,GARAGE LECAT,71
4664,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,10,Essence,42900,Analyse indisponible,VOLKSWAGEN BYMYCAR DIJON,21
4665,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-10-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2025,Auto,10,Essence,37750,Bonne affaire,MTPA-ESA-MCVA,77
4666,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,10,Essence,46980,Analyse indisponible,VOLKSWAGEN BYMYCAR EPINAL,88
4667,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,10,Essence,45990,Analyse indisponible,VENTOUX MOTORS,84
4668,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 116 LIFE,1.5,ETSI,116,LIFE,2025,Auto,10,Essence,34870,Analyse indisponible,VOLKSWAGEN BYMYCAR ORANGE,84
4669,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 DSG LIFE 30 YEARS PARK ASSIST,1.5,TSI,150,DSG LIFE 30 YEARS PARK ASSIST,2025,Auto,10,Essence,29980,Bonne affaire,GREGORY MARIE AUTOMOBILES,BERNAY
4670,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-10-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2025,Auto,10,Essence,45990,Offre équitable,ESPACE SAINT MAXIMIN VOLKSWAGEN,60
4671,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2025,Auto,10,Essence,29980,Bonne affaire,NBA L'AUTOMOBILE RENNES,35
4672,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-10-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2025,Auto,10,Essence,47899,Offre équitable,VOLKSWAGEN SKODA BYMYCAR SAINT ETIENNE,42
4673,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2025,Auto,10,Essence,29980,Bonne affaire,NBA L'AUTOMOBILE FOUGERES,35
4674,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2025,Auto,10,Essence,31980,Offre équitable,AGUIR MATHIEU EURL,55
4675,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-10-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2025,Auto,10,Essence,39499,Offre équitable,VOLKSWAGEN ANGOULEME - GROUPE AUTOSPHERE,16
4676,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE DSG7,2.0,TDI,150,R-LINE DSG7,2025,Auto,10,Diesel,37470,Offre équitable,DEBARD AUTOMOBILES BORDEAUX,33
4677,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE DSG7,2.0,TDI,150,R-LINE DSG7,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES ANGERS,49
4678,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Offre équitable,DEBARD AUTOMOBILES DAX,40
4679,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 LIFE PLUS DSG7,2.0,TDI,150,LIFE PLUS DSG7,2025,Auto,10,Diesel,33490,Bonne affaire,DEBARD AUTOMOBILES BORDEAUX,33
4680,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES POITIERS,86
4681,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES RODEZ,12
4682,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES BRIVE LA GAILLARDE,19
4683,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 LIFE PLUS DSG7,2.0,TDI,150,LIFE PLUS DSG7,2025,Auto,10,Diesel,33490,Bonne affaire,DEBARD AUTOMOBILES ANGERS,49
4684,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES TOULOUSE LABEGE,31
4685,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES LIMOGES,87
4686,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES ALBI,81
4687,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,10,Essence,39490,Analyse indisponible,VPN AUTOS PAU - WILLAUTO,64
4688,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES PERPIGNAN-RIVESALTES,66
4689,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES PAU,64
4690,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES MONTAUBAN,82
4691,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE EDITION,1.5,TSI,150,R-LINE EDITION,2025,Auto,10,Essence,34350,Très bonne affaire, GARAGE GROS ANGOULÊME- CHAMPNIERS,16
4692,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE EDITION,1.5,TSI,150,R-LINE EDITION,2025,Auto,10,Essence,32970,Très bonne affaire, GARAGE GROS ANGOULÊME- CHAMPNIERS,16
4693,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE EDITION,1.5,TSI,150,R-LINE EDITION,2025,Auto,10,Essence,34350,Bonne affaire,GARAGE GROS SAINT-JUNIEN,87
4694,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-10-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2025,Auto,10,Essence,43109,Offre équitable,VOLKSWAGEN PROVINS JEANNIN AUTOMOBILES,77
4695,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE EDITION,2.0,TDI,150,R-LINE EDITION,2025,Auto,10,Diesel,39990,Bonne affaire,VOLKSWAGEN GUINGAMP - COBREDIA,22
4696,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,10,Essence,46980,Analyse indisponible,VOLKSWAGEN BYMYCAR ORANGE,84
4697,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 STYLE,1.5,ETSI,150,STYLE,2025,Auto,10,Essence,42370,Analyse indisponible,VOLKSWAGEN BYMYCAR ORANGE,84
4698,volkswagen,volkswagen-t-roc-ii-2025-auto-10-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE DSG7,1.5,ETSI,150,R-LINE DSG7,2025,Auto,10,Essence,33980,Analyse indisponible,PEUGEOT GRENOBLE AUTOBERNARD,38
4699,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 LIFE PLUS,2.0,TDI,150,LIFE PLUS,2025,Auto,10,Diesel,33490,Bonne affaire,DEBARD AUTOMOBILES LIMOGES,87
4700,volkswagen,volkswagen-t-roc-phase-2-2025-manual-10-km-essence,volkswagen t-roc,phase 2,1.0 TSI 116 VW EDITION,1.0,TSI,116,VW EDITION,2025,Manuelle,10,Essence,28500,Offre équitable,VOLKSWAGEN SEAT SKODA TROYES - JEANNIN AUTOMOBILES,10
4701,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,10,Diesel,38990,Offre équitable,AUTOMOBILES MIGUEL MUNOZ,63
4702,volkswagen,volkswagen-t-roc-phase-2-2025-auto-10-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 VW EDITION,1.5,TSI,150,VW EDITION,2025,Auto,10,Essence,29980,Bonne affaire,NG AUTO,44
4703,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,36990,Bonne affaire,CHANTEREINE AUTOMOBILE,78
4704,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI-EVO-2 150 SPORTLINE DSG7 ACT,1.5,TSI-EVO-2,150,SPORTLINE DSG7 ACT,2025,Auto,10,Essence,33790,Bonne affaire,VOLKSWAGEN BRUAY LA BUISSIERE - VGRF HAUTS DE FRANCE,62
4705,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SELECTION,1.5,TSI,150,SELECTION,2025,Auto,10,Essence,34990,Bonne affaire,CLAUD'S AUTOS SEAT SKODA PERIGUEUX,24
4706,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,40990,Offre équitable,JW AUTO CAEN NORD,14
4707,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,34480,Bonne affaire,DISTINXION ACTIV AUTOS,54
4708,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,34990,Bonne affaire,DMO 63,63
4709,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,34480,Bonne affaire,ACTIV AUTOMOBILES TALANGE,57
4710,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,34480,Bonne affaire,ACTIV AUTOMOBILES EPINAL,88
4711,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,34480,Bonne affaire,ACTIV AUTOMOBILES RENNES,35
4712,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,34480,Bonne affaire,ACTIV AUTOMOBILES BORDEAUX,33
4713,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,35990,Bonne affaire,DMO 63,63
4714,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,35990,Bonne affaire,DMO 63 LE BREZET,63
4715,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI-EVO-2 150 ACT DSG7 SPORTLINE,1.5,TSI-EVO-2,150,ACT DSG7 SPORTLINE,2025,Auto,10,Essence,35990,Bonne affaire,DMO,42
4716,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,34480,Bonne affaire,ACTIV AUTOMOBILES 85,85
4717,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,36089,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4718,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 ACT SELECTION DSG7,1.5,TSI,150,ACT SELECTION DSG7,2025,Auto,10,Essence,34274,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4719,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 ACT SPORTLINE DSG7,1.5,TSI,150,ACT SPORTLINE DSG7,2025,Auto,10,Essence,36089,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4720,skoda,skoda-karoq-phase-2-2025-auto-10-km-diesel,skoda karoq,phase 2,2.0 TDI 150 SPORTLINE DSG7,2.0,TDI,150,SPORTLINE DSG7,2025,Auto,10,Diesel,37803,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4721,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 ACT SELECTION DSG7,1.5,TSI,150,ACT SELECTION DSG7,2025,Auto,10,Essence,34778,Offre équitable,TABOR AUTOMOBILES CITY STORE,100% à distance
4722,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE DSG7,1.5,TSI,150,SPORTLINE DSG7,2025,Auto,10,Essence,36089,Bonne affaire,TABOR AUTOMOBILES,67
4723,skoda,skoda-karoq-phase-2-2025-auto-10-km-diesel,skoda karoq,phase 2,2.0 TDI 150 SPORTLINE DSG7,2.0,TDI,150,SPORTLINE DSG7,2025,Auto,10,Diesel,37803,Bonne affaire,TABOR AUTOMOBILES,67
4724,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,38320,Bonne affaire,ST CHRISTOPHE AUTOMOBILES,55
4725,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SELECTION,1.5,TSI,150,SELECTION,2025,Auto,10,Essence,33890,Bonne affaire,EUROPE GARAGE,03
4726,skoda,skoda-karoq-phase-2-2025-auto-10-km-essence,skoda karoq,phase 2,1.5 TSI 150 SELECTION,1.5,TSI,150,SELECTION,2025,Auto,10,Essence,37378,Offre équitable,SUSS AUTOMOBILES,67
4727,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI-MHEV 150 ACT SPORTLINE DSG7,1.5,TSI-MHEV,150,ACT SPORTLINE DSG7,2025,Auto,10,Essence,34072,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4728,skoda,skoda-octavia-iv-phase-2-2025-auto-10-km-essence,skoda octavia,IV phase 2,1.5 TSI 150 CLEVER,1.5,TSI,150,CLEVER,2025,Auto,10,Essence,33290,Bonne affaire,DANIEL AUTOMOBILES,77
4729,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SELECTION,2.0,TDI,150,SELECTION,2025,Auto,10,Diesel,33990,Bonne affaire,DUVAL GRABOWSKI,76
